"","site","fluorimeter","when",".id","substrate","treatment","volume","rep","slope","int","slope.se","int.se","pval","rsq","n","calib.slope","v0"
"1568","EBFISH","UT","TN2015","tnmine","Gly-AMC","live",NA,"2",44019.624736143,123061.563905567,3551.70220306075,3633.7106855737,0.00024360992595492,0.974620905004436,6,650.997858007744,0.0676186936633812
"1569","EBFISH","UT","TN2015","tnmine","Pyr-AMC","killed",NA,"4",-3455.07448855305,145267.415710309,1063.72067216756,1143.57988821008,0.0314320472986849,0.725089202229782,6,650.997858007744,-0.00530735154663436
"1570","EBFISH","UT","TN2015","tnmine","Arg-AMC","killed",NA,"4",2032.1417142857,122701.656209524,380.236278590573,388.990089642168,0.00590773150906572,0.87716046582213,6,650.997858007744,0.00312157972455498
"1571","EBFISH","UT","TN2015","tnmine","Pyr-AMC","live",NA,"1",-3263.49433610978,148130.603759922,1978.74486781887,2108.08312713912,0.174436366857725,0.404771457588354,6,650.997858007744,-0.0050130646298854
"1572","EBFISH","UT","TN2015","tnmine","Leu-AMC","live",NA,"3",240859.432843831,117139.452380917,1907.58296031553,2005.77776724908,2.35965638509083e-08,0.999749163581707,6,650.997858007744,0.369984985174815
"1573","EBFISH","UT","TN2015","tnmine","Gly-AMC","live",NA,"3",53437.8548571428,124321.825790476,3244.31156812996,3364.06354648048,7.9551472088564e-05,0.985470499063833,6,650.997858007744,0.0820860686403475
"1574","EBFISH","UT","TN2015","tnmine","Pyr-AMC","live",NA,"2",-1769.22892284757,144098.672938253,1558.43380716134,1660.73908522989,0.319677412452725,0.243687234244596,6,650.997858007744,-0.00271771850104387
"1575","EBFISH","UT","TN2015","tnmine","Gly-AMC","live",NA,"1",54353.6079459002,131073.606001691,2902.88468965036,2969.91203448325,4.7900858302997e-05,0.988719305955756,6,650.997858007744,0.083492760041084
"1576","EBFISH","UT","TN2015","tnmine","Leu-AMC","killed",NA,"4",2069.05882966824,109167.894210213,219.942675795466,231.264452638458,0.000711655401618138,0.956755175225052,6,650.997858007744,0.00317828822970356
"1577","EBFISH","UT","TN2015","tnmine","Gly-AMC","killed",NA,"4",17432.4051428571,122880.20887619,2399.43097314383,2487.99725289701,0.00190634294728027,0.929556988896487,6,650.997858007744,0.0267779761921272
"1578","EBFISH","UT","TN2015","tnmine","Arg-AMC","live",NA,"1",80293.7888571428,133119.237619048,560.607613902451,565.774613580502,1.42533938376068e-08,0.999805047236148,6,650.997858007744,0.123339559215858
"1579","EBFISH","UT","TN2015","tnmine","Leu-AMC","live",NA,"2",309844.357599216,112058.994911808,5014.65262882148,5271.5725541249,4.10943673928301e-07,0.998953354222669,6,650.997858007744,0.475952960194733
"1580","EBFISH","UT","TN2015","tnmine","Arg-AMC","live",NA,"3",78001.8200120758,129833.171601014,1253.90494970028,1265.49068182629,3.99984305904212e-07,0.998967402499785,6,650.997858007744,0.119818858161509
"1581","EBFISH","UT","TN2015","tnmine","GGR-AMC","live",NA,"3",49445.635939076,200585.688479423,426.133616290368,464.368342463813,3.30832031117024e-08,0.999702993030049,6,650.997858007744,0.0759536077282882
"1582","EBFISH","UT","TN2015","tnmine","Arg-AMC","live",NA,"2",78833.2011544499,133915.296256974,450.161415350058,454.320781315522,6.37812857000465e-09,0.999869586797216,6,650.997858007744,0.121095945531532
"1583","EBFISH","UT","TN2015","tnmine","GGR-AMC","live",NA,"2",48004.2621774193,192792.913979839,1823.33507325157,1969.66141098021,1.23689401042086e-05,0.99426234596622,6,650.997858007744,0.0737395086434345
"1584","EBFISH","UT","TN2015","tnmine","Pyr-AMC","live",NA,"3",-494.554528512875,137406.225363399,942.010564552013,1003.84999097305,0.627337170858055,0.0644640113611735,6,650.997858007744,-0.000759686875201657
"1585","GSMIT","UT","TN2015","tnmine","Gly-AMC","live",NA,"1",20294.2975775873,120208.607343558,1615.68940783249,1652.99553007281,0.000231182484191677,0.975273973340204,6,654.177384019711,0.0310226218046324
"1586","GSMIT","UT","TN2015","tnmine","Arg-AMC","live",NA,"3",14595.8738778655,126704.200392025,706.645192630519,718.390433044172,3.24549122075855e-05,0.990711410504854,6,654.177384019711,0.0223117983507448
"1587","GSMIT","UT","TN2015","tnmine","Gly-AMC","killed",NA,"4",4021.53183279741,120219.787411576,830.743630191387,858.472303420949,0.00839471023376334,0.854196256795576,6,654.177384019711,0.00614746386994667
"1588","GSMIT","UT","TN2015","tnmine","Arg-AMC","live",NA,"2",15110.6969641348,122559.666704987,573.326275653921,578.623650588214,1.23158419421845e-05,0.994274662885758,6,654.177384019711,0.0230987761626431
"1589","GSMIT","UT","TN2015","tnmine","Leu-AMC","killed",NA,"4",549.776451453895,104798.538154263,583.870581361839,613.270026670663,0.399707960472374,0.181438827094817,6,654.177384019711,0.000840408832350171
"1590","GSMIT","UT","TN2015","tnmine","Leu-AMC","live",NA,"1",22531.8460893855,110842.51146648,641.603865668739,667.145766194286,3.92362980033795e-06,0.996767086593174,6,654.177384019711,0.0344430220912476
"1591","GSMIT","UT","TN2015","tnmine","Pyr-AMC","killed",NA,"4",-411.799191720079,139783.572045835,789.805542565146,840.743510565442,0.629629049015798,0.0636377108246729,6,654.177384019711,-0.000629491636029519
"1592","GSMIT","UT","TN2015","tnmine","Gly-AMC","live",NA,"2",19674.8785605603,108678.104116411,1867.37285799692,1910.49032832938,0.000458971529409582,0.965220410515241,6,654.177384019711,0.0300757547435597
"1593","GSMIT","UT","TN2015","tnmine","Arg-AMC","live",NA,"1",14700.8828571429,125310.030952381,868.287013866611,876.2898283305,7.13505725609515e-05,0.986238001644162,6,654.177384019711,0.0224723190013244
"1594","GSMIT","UT","TN2015","tnmine","GGR-AMC","live",NA,"1",76431.9531183005,192720.17993666,928.375707954115,994.208400125619,1.30472640961382e-07,0.999410204585139,6,654.177384019711,0.11683674028694
"1595","GSMIT","UT","TN2015","tnmine","GGR-AMC","killed",NA,"4",-2171.46280143669,179519.974757996,832.716512972837,901.272892607678,0.0595646946040321,0.629630446608422,6,654.177384019711,-0.00331937919971147
"1596","GSMIT","UT","TN2015","tnmine","GGR-AMC","live",NA,"3",76129.4406505667,193233.249733366,1491.34016856179,1608.72068242775,8.81327464120704e-07,0.998467353442477,6,654.177384019711,0.116374308421938
"1597","GSMIT","UT","TN2015","tnmine","Arg-AMC","killed",NA,"4",717.390284547934,119680.507675591,545.4682431406,556.035347179024,0.258774168529175,0.301883778526208,6,654.177384019711,0.00109662960241731
"1598","GSMIT","UT","TN2015","tnmine","Gly-AMC","live",NA,"3",14511.2504774898,112790.26431105,1850.40252501878,1903.52441267036,0.00142799476912361,0.938931579779132,6,654.177384019711,0.0221824398580134
"1599","GSMIT","UT","TN2015","tnmine","Pyr-AMC","live",NA,"2",647.231628178863,131940.749867972,605.922999448326,643.180702119933,0.345619869159933,0.221940836592817,6,654.177384019711,0.000989382458014417
"1600","GSMIT","UT","TN2015","tnmine","Leu-AMC","live",NA,"2",23806.0906460099,110534.581596025,578.131040675887,605.531768616894,2.07873181525791e-06,0.997646506044881,6,654.177384019711,0.0363908799471622
"1601","GSMIT","UT","TN2015","tnmine","Pyr-AMC","live",NA,"3",1078.5538266116,131905.665573198,1013.78252689109,1078.08497212787,0.347339390524657,0.220556037551537,6,654.177384019711,0.00164871769180437
"1602","GSMIT","UT","TN2015","tnmine","Pyr-AMC","live",NA,"1",896.742740206537,135901.818437926,1191.41743438343,1259.05218764522,0.493520486574782,0.124057604839872,6,654.177384019711,0.00137079446968396
"1603","GSMIT","UT","TN2015","tnmine","GGR-AMC","live",NA,"2",74593.7137455113,190572.777639544,1978.27034670538,2131.81004710885,2.95427726218558e-06,0.99719452308764,6,654.177384019711,0.114026738874947
"1604","GSMIT","UT","TN2015","tnmine","Leu-AMC","live",NA,"3",22006.5067524116,110393.37903537,672.220177399132,704.080293707426,5.19154058370089e-06,0.996281541449279,6,654.177384019711,0.0336399687454626
"1605","HESLER","UT","TN2015","tnmine","Arg-AMC","live",NA,"1",89057.1191527,138396.104925952,12037.7172353505,12217.2232510488,0.00178042245759625,0.93189515108708,6,602.337707363723,0.147852472232695
"1606","HESLER","UT","TN2015","tnmine","GGR-AMC","live",NA,"2",422485.783887677,198876.723102963,10965.481760982,11911.0947858041,2.71060246362122e-06,0.997312660367237,6,602.337707363723,0.701410153677392
"1607","HESLER","UT","TN2015","tnmine","Gly-AMC","live",NA,"1",39269.90307851,140788.737652493,1100.82987409113,1135.42615417563,3.68570871997126e-06,0.996866585958075,6,602.337707363723,0.0651958238682818
"1608","HESLER","UT","TN2015","tnmine","GGR-AMC","killed",NA,"4",56747.9708758925,166714.801858899,949.421097256922,1036.54195416269,4.69218825700243e-07,0.998881615619436,6,602.337707363723,0.0942128812161931
"1609","HESLER","UT","TN2015","tnmine","Arg-AMC","live",NA,"2",79708.1866758621,139388.517770115,774.688088175587,786.257878593144,5.35024421321063e-08,0.999622302746844,6,602.337707363723,0.132331391014393
"1610","HESLER","UT","TN2015","tnmine","GGR-AMC","live",NA,"3",451848.463518033,193374.734200037,12775.9382758315,13948.2849759222,3.81452160589677e-06,0.996812329797553,6,602.337707363723,0.750158022640915
"1611","HESLER","UT","TN2015","tnmine","Pyr-AMC","live",NA,"3",5900.09018538711,127886.085499818,277.585233263932,297.629060457687,2.89681286757152e-05,0.991223787601204,6,602.337707363723,0.00979531932544997
"1612","HESLER","UT","TN2015","tnmine","Arg-AMC","live",NA,"3",78862.5627369627,138269.710044928,800.104588982943,814.259032089599,6.35267724649936e-08,0.999588440181357,6,602.337707363723,0.130927487641648
"1613","HESLER","UT","TN2015","tnmine","Pyr-AMC","killed",NA,"4",3799.42122251356,128873.45738955,362.396224732255,391.875102079007,0.000467868929291482,0.964886925809187,6,602.337707363723,0.0063077924162222
"1614","HESLER","UT","TN2015","tnmine","GGR-AMC","live",NA,"1",409643.372644745,205360.208181023,8020.55187191638,8672.97827359913,8.7949915284995e-07,0.998468943596968,6,602.337707363723,0.680089205169718
"1615","HESLER","UT","TN2015","tnmine","Leu-AMC","live",NA,"1",311062.727161953,198308.673530963,15327.3301959953,16076.7926229149,3.48039324758063e-05,0.990381670258265,6,602.337707363723,0.516425791311314
"1616","HESLER","UT","TN2015","tnmine","Leu-AMC","live",NA,"2",227233.466612871,165068.020047072,4402.22314309621,4637.73970173392,8.43071500527933e-07,0.998500978012344,6,602.337707363723,0.377252600716984
"1617","HESLER","UT","TN2015","tnmine","Gly-AMC","live",NA,"2",40224.458961535,130515.492332909,1391.77926685096,1440.60172884003,8.53126802214695e-06,0.995234093270054,6,602.337707363723,0.0667805758626453
"1618","HESLER","UT","TN2015","tnmine","Pyr-AMC","live",NA,"1",4965.24764978816,130019.325845606,1095.83952469174,1169.68001064512,0.0105692962305713,0.836934038847388,6,602.337707363723,0.00824329539573367
"1619","HESLER","UT","TN2015","tnmine","Pyr-AMC","live",NA,"2",4274.02691143835,132550.867670634,925.588938273006,987.95750178542,0.00989870696347473,0.842037735007293,6,602.337707363723,0.00709573194436831
"1620","HESLER","UT","TN2015","tnmine","Leu-AMC","killed",NA,"4",2194.1599088111,99735.000525248,529.110062038581,560.870993331143,0.0142963409003483,0.811291166936878,6,602.337707363723,0.00364274041287299
"1621","HESLER","UT","TN2015","tnmine","Arg-AMC","killed",NA,"4",2739.45921895005,117164.667215109,467.54948772839,479.222386262588,0.00423490127642775,0.895643251113171,6,602.337707363723,0.00454804536634434
"1622","HESLER","UT","TN2015","tnmine","Gly-AMC","killed",NA,"4",14380.6608827586,131246.332234943,2083.53309508556,2172.03629343877,0.00231089240485832,0.922538219536456,6,602.337707363723,0.0238747478481781
"1623","HESLER","UT","TN2015","tnmine","Leu-AMC","live",NA,"3",196039.440782374,153411.048646583,4792.98584040852,5058.14154100738,2.13537083858132e-06,0.997614671479933,6,602.337707363723,0.325464334020176
"1624","HESLER","UT","TN2015","tnmine","Gly-AMC","live",NA,"3",32766.8915017985,124483.762317896,1467.45578376711,1528.35517922424,2.38169185513623e-05,0.992041169613035,6,602.337707363723,0.0543995355117493
"1625","IJAMS","UT","TN2015","tnmine","Pyr-AMC","live",NA,"2",-2606.85976810551,142987.645196288,2640.46080011897,2627.16389387467,0.379399137515014,0.195933199288105,6,736.085549696969,-0.0035415173809331
"1626","IJAMS","UT","TN2015","tnmine","GGR-AMC","killed",NA,"4",-1057.39120257648,237633.182448878,1138.35681150386,1156.11059629692,0.405532124110146,0.177430130014581,6,736.085549696969,-0.00143650585589105
"1627","IJAMS","UT","TN2015","tnmine","GGR-AMC","live",NA,"1",3335.49391438881,224863.83902785,536.223722144302,539.515367072569,0.00340048142208197,0.906307015393957,6,736.085549696969,0.00453139436817087
"1628","IJAMS","UT","TN2015","tnmine","Pyr-AMC","live",NA,"1",-3892.71963999699,143730.067036331,3217.89657080346,3192.244825366,0.292993407325211,0.267854748213031,6,736.085549696969,-0.00528840654676557
"1629","IJAMS","UT","TN2015","tnmine","Leu-AMC","live",NA,"3",51793.9872727737,114898.769873699,1205.40294896777,1189.19402699935,1.75386556345016e-06,0.997838148280828,6,736.085549696969,0.0703640864762203
"1630","IJAMS","UT","TN2015","tnmine","GGR-AMC","live",NA,"3",4633.5952494554,225201.306842133,1096.94682083957,1113.02920797308,0.0134335495775964,0.816873995484407,6,736.085549696969,0.006294914023734
"1631","IJAMS","UT","TN2015","tnmine","Pyr-AMC","live",NA,"3",885.42889908252,140111.654250765,1170.59245621431,1168.96550274396,0.491517350352378,0.12513454533096,6,736.085549696969,0.00120288857653439
"1632","IJAMS","UT","TN2015","tnmine","Leu-AMC","live",NA,"1",44564.0902753413,114461.977027433,1146.36399928559,1121.38668718394,2.61569903146143e-06,0.997360103076804,6,736.085549696969,0.0605419985403699
"1633","IJAMS","UT","TN2015","tnmine","GGR-AMC","live",NA,"2",5204.78272980501,234595.314679666,1799.0790125836,1818.46459269306,0.0444277072492683,0.676626584772259,6,736.085549696969,0.00707089377307801
"1634","IJAMS","UT","TN2015","tnmine","Leu-AMC","killed",NA,"4",1193.90135246747,112217.644443527,543.343414000235,536.508633573585,0.0929295818458566,0.546908114424616,6,736.085549696969,0.001621960046572
"1635","IJAMS","UT","TN2015","tnmine","Arg-AMC","live",NA,"1",9970.94712836545,138323.08430885,827.989042754579,787.29540495613,0.000272645388794937,0.973157709558744,6,736.085549696969,0.0135459079891872
"1636","IJAMS","UT","TN2015","tnmine","Gly-AMC","live",NA,"3",16969.4030428699,129620.628668363,1835.37889781925,1786.76891246133,0.000760773136828448,0.955298959259178,6,736.085549696969,0.0230535744790205
"1637","IJAMS","UT","TN2015","tnmine","Pyr-AMC","killed",NA,"4",-4865.77974220121,150643.692949686,1726.8446124012,1737.08736156938,0.0479386404298075,0.664980272558072,6,736.085549696969,-0.00661034542004573
"1638","IJAMS","UT","TN2015","tnmine","Gly-AMC","live",NA,"1",19279.1611928914,184213.570722294,3208.35921344454,3094.41461250513,0.00386116757208877,0.900270691535602,6,736.085549696969,0.0261914680988212
"1639","IJAMS","UT","TN2015","tnmine","Gly-AMC","live",NA,"2",21108.0551445351,185247.898010576,2809.17668577253,2709.40901789815,0.00167902822924229,0.933840193767168,6,736.085549696969,0.0286760895567436
"1640","IJAMS","UT","TN2015","tnmine","Arg-AMC","killed",NA,"4",2307.8177432896,135813.305496247,786.95650888529,755.334779293504,0.0427035111253043,0.682541229848705,6,736.085549696969,0.00313525750402203
"1641","IJAMS","UT","TN2015","tnmine","Arg-AMC","live",NA,"2",10047.5276994829,138681.019567069,910.095540344567,867.866578475917,0.000382713182621281,0.968224555660394,6,736.085549696969,0.0136499455852914
"1642","IJAMS","UT","TN2015","tnmine","Leu-AMC","live",NA,"2",56553.7024397769,114340.884958737,2587.98512679725,2539.05781355621,2.59486812397463e-05,0.991693104404878,6,736.085549696969,0.0768303391678573
"1643","IJAMS","UT","TN2015","tnmine","Arg-AMC","live",NA,"3",12288.2452403489,137268.616909617,1097.26954896776,1047.23421253083,0.000361997153292175,0.969091930349315,6,736.085549696969,0.0166940449318802
"1644","IJAMS","UT","TN2015","tnmine","Gly-AMC","killed",NA,"4",8655.06017964069,137532.018188623,556.767633780038,542.061365357431,9.99722816426049e-05,0.983716870069236,6,736.085549696969,0.0117582259062194
"1645","SISBP","UT","TN2015","tnmine","GGR-AMC","killed",NA,"4",543.852276862235,187490.155583388,380.968650267609,400.948263509566,0.226597989679534,0.337518296619711,6,693.933061105245,0.000783724407071812
"1646","SISBP","UT","TN2015","tnmine","Leu-AMC","live",NA,"1",126525.090718449,141786.790970656,2214.05311658511,2247.47294803594,5.61449510929474e-07,0.998776648868351,6,693.933061105245,0.182330397282021
"1647","SISBP","UT","TN2015","tnmine","Leu-AMC","killed",NA,"4",1507.79953087124,115662.400405275,590.990939848292,603.378627883768,0.0632177119593485,0.619379998676051,6,693.933061105245,0.00217283138011861
"1648","SISBP","UT","TN2015","tnmine","Leu-AMC","live",NA,"2",130188.274369705,138349.121928141,2531.47234811555,2574.58560089875,8.5558391414855e-07,0.99848989793547,6,693.933061105245,0.187609269058821
"1649","SISBP","UT","TN2015","tnmine","Pyr-AMC","live",NA,"1",11446.732509952,141731.982199653,3177.25318158085,3276.03638660119,0.022703244759943,0.764422407818127,6,693.933061105245,0.016495441925941
"1650","SISBP","UT","TN2015","tnmine","Pyr-AMC","live",NA,"2",11416.4476558276,142181.823301151,3338.73987833089,3446.06492203317,0.0267952256764502,0.745096541399312,6,693.933061105245,0.0164517995981403
"1651","SISBP","UT","TN2015","tnmine","Pyr-AMC","live",NA,"3",10272.3315178758,144602.732334309,3050.61350299328,3149.29230720031,0.0281139394153367,0.739221890245814,6,693.933061105245,0.0148030582395293
"1652","SISBP","UT","TN2015","tnmine","GGR-AMC","live",NA,"1",16390.4306016837,208386.751046832,5941.34645167701,6216.50128555319,0.0509171574576021,0.655483106066054,6,693.933061105245,0.0236196133609462
"1653","SISBP","UT","TN2015","tnmine","Arg-AMC","live",NA,"2",51066.8825759856,141046.239229612,2366.80041252489,2336.58423084605,2.72927078412713e-05,0.991480993226409,6,693.933061105245,0.0735905023672601
"1654","SISBP","UT","TN2015","tnmine","Leu-AMC","live",NA,"3",128467.999783734,137958.526852295,1775.62053078563,1807.67866370055,2.18685070811058e-07,0.999236447946462,6,693.933061105245,0.185130248123817
"1655","SISBP","UT","TN2015","tnmine","Pyr-AMC","killed",NA,"4",582.193226716811,141253.622649734,530.146207151844,549.809301209516,0.333791328016781,0.231654007965622,6,693.933061105245,0.000838976061739351
"1656","SISBP","UT","TN2015","tnmine","Gly-AMC","live",NA,"3",25707.888670001,135665.701171277,1801.28710047497,1806.78265009154,0.000140002278464821,0.980740406488035,6,693.933061105245,0.0370466405348311
"1657","SISBP","UT","TN2015","tnmine","Arg-AMC","live",NA,"1",49617.7823653326,143382.067734978,461.602611296602,455.70947882436,4.49184059229325e-08,0.99965392400147,6,693.933061105245,0.0715022602991491
"1658","SISBP","UT","TN2015","tnmine","GGR-AMC","live",NA,"2",40928.7362401939,208493.574984493,5498.68244481655,5769.85742539178,0.00173996758260876,0.932664216987713,6,693.933061105245,0.0589808131853606
"1659","SISBP","UT","TN2015","tnmine","Gly-AMC","live",NA,"2",28890.2051663146,135272.145124831,1137.09096268755,1138.37998801027,1.42514035264834e-05,0.993841622088283,6,693.933061105245,0.0416325533190484
"1660","SISBP","UT","TN2015","tnmine","GGR-AMC","live",NA,"3",35188.129444967,211748.18849953,4641.38565528963,4879.59047483865,0.00162327235109994,0.934935430718425,6,693.933061105245,0.05070824754901
"1661","SISBP","UT","TN2015","tnmine","Gly-AMC","live",NA,"1",18155.9228107132,135620.485991072,2849.82968937928,2852.86261635823,0.00311304988785551,0.910289987905812,6,693.933061105245,0.0261637956574598
"1662","SISBP","UT","TN2015","tnmine","Arg-AMC","live",NA,"3",49153.699111801,145835.644338941,1287.18208507306,1270.77922511334,2.80868812208617e-06,0.997264492514117,6,693.933061105245,0.0708334879354396
"1663","SISBP","UT","TN2015","tnmine","Gly-AMC","killed",NA,"4",16397.731488138,136001.90174335,3415.07893462043,3438.24189203146,0.00863826975541947,0.852153289144013,6,693.933061105245,0.0236301343850384
"1664","SISBP","UT","TN2015","tnmine","Arg-AMC","killed",NA,"4",-3438.77694480498,131572.564312798,1917.62920183156,1902.07415551815,0.14739285229946,0.445655058907219,6,693.933061105245,-0.00495548798226727
"1665","SPP","UT","TN2015","tnmine","Gly-AMC","live",NA,"2",16318.0969116238,117056.08176605,394.080188317797,398.479907812936,2.03294170261685e-06,0.997672561534961,6,676.687311298838,0.0241146784329422
"1666","SPP","UT","TN2015","tnmine","Pyr-AMC","live",NA,"1",1560.31236087563,140751.441684234,842.616998195202,875.541880439204,0.137710663913254,0.461566767196055,6,676.687311298838,0.00230580998760085
"1667","SPP","UT","TN2015","tnmine","Leu-AMC","live",NA,"1",37095.3172104485,117311.785275505,843.282010021831,862.08526142792,1.59687704552054e-06,0.997937135661913,6,676.687311298838,0.0548189933386626
"1668","SPP","UT","TN2015","tnmine","Pyr-AMC","killed",NA,"4",-113.501142478095,138051.991852043,207.551548719275,218.582464973421,0.613552681058149,0.0695625807902105,6,676.687311298838,-0.000167730561195599
"1669","SPP","UT","TN2015","tnmine","Gly-AMC","live",NA,"1",16099.347783179,118640.061436842,416.868441723115,419.973739455661,2.68519276415401e-06,0.99732528020223,6,676.687311298838,0.0237914137214688
"1670","SPP","UT","TN2015","tnmine","Leu-AMC","killed",NA,"4",1332.08017197155,105638.233628258,820.732822927275,849.688624608798,0.179902680938932,0.397068318579125,6,676.687311298838,0.00196853132862023
"1671","SPP","UT","TN2015","tnmine","Leu-AMC","live",NA,"3",35019.9009869132,114316.708314083,690.307792800176,713.271659398768,9.03521613809969e-07,0.998448180354168,6,676.687311298838,0.0517519693397172
"1672","SPP","UT","TN2015","tnmine","GGR-AMC","killed",NA,"4",2465.38312781948,179402.035466166,1195.1625783091,1280.63672309121,0.108108552323736,0.515453984620661,6,676.687311298838,0.00364331218666922
"1673","SPP","UT","TN2015","tnmine","Gly-AMC","killed",NA,"4",4422.19652148492,116432.442956738,548.881993034016,559.55262124018,0.00128877526633021,0.941954090920391,6,676.687311298838,0.00653506641493975
"1674","SPP","UT","TN2015","tnmine","Leu-AMC","live",NA,"2",34307.1721530183,115652.625568659,652.170869319626,668.526688253127,7.81648675637839e-07,0.998556603565799,6,676.687311298838,0.0506987076308094
"1675","SPP","UT","TN2015","tnmine","Arg-AMC","live",NA,"3",22740.3771504385,126468.202184222,112.871940184009,112.57106990043,3.64110524739716e-09,0.999901464244707,6,676.687311298838,0.0336054434163846
"1676","SPP","UT","TN2015","tnmine","Gly-AMC","live",NA,"3",15131.2970668486,112093.448587995,477.362620944413,484.426593968356,5.90424151409113e-06,0.996034673505859,6,676.687311298838,0.0223608405451041
"1677","SPP","UT","TN2015","tnmine","GGR-AMC","live",NA,"2",109346.767704966,199774.580732197,1290.91964385854,1369.28339684182,1.16445004880299e-07,0.99944280853146,6,676.687311298838,0.1615912783928
"1678","SPP","UT","TN2015","tnmine","Arg-AMC","live",NA,"2",21724.8881158854,128958.397793927,612.084527838263,608.204193904504,3.76072765596875e-06,0.996834874600182,6,676.687311298838,0.0321047664898378
"1679","SPP","UT","TN2015","tnmine","GGR-AMC","live",NA,"1",103181.378930356,210896.775629347,1739.46067330471,1845.05257995473,4.83706582779169e-07,0.998864484317279,6,676.687311298838,0.152480144385017
"1680","SPP","UT","TN2015","tnmine","Arg-AMC","killed",NA,"4",1513.0893306051,118888.805557829,607.321148232194,610.713795245994,0.0673822768132441,0.608117887445928,6,676.687311298838,0.00223602438724743
"1681","SPP","UT","TN2015","tnmine","Pyr-AMC","live",NA,"2",838.429085280438,142416.776217046,1336.47647165359,1388.69869188571,0.564465073786933,0.089576390129202,6,676.687311298838,0.00123901995985583
"1682","SPP","UT","TN2015","tnmine","GGR-AMC","live",NA,"3",108014.040710998,202407.370685535,2283.99991214983,2444.28307106841,1.19597271128388e-06,0.998214681586468,6,676.687311298838,0.159621791198767
"1683","SPP","UT","TN2015","tnmine","Pyr-AMC","live",NA,"3",780.310054897403,143292.297784841,378.015891755865,396.599879931336,0.107934154919179,0.515798704059301,6,676.687311298838,0.001153132387542
"1684","SPP","UT","TN2015","tnmine","Arg-AMC","live",NA,"1",22460.0713095732,126707.266010211,389.597521936831,387.127653126033,5.42126706407078e-07,0.998797880302359,6,676.687311298838,0.0331912109693075
"1685","THIRDCREEK","UT","TN2015","tnmine","Gly-AMC","live",NA,"1",24134.9584972984,121870.808380059,1204.90221700356,1214.4035644252,3.66598235800773e-05,0.990128974918899,6,683.899101212121,0.0352902328055737
"1686","THIRDCREEK","UT","TN2015","tnmine","Arg-AMC","live",NA,"3",40194.2363544991,136667.302027791,1201.145073027,1199.28073914772,4.75660210618203e-06,0.996440616543565,6,683.899101212121,0.058772173092873
"1687","THIRDCREEK","UT","TN2015","tnmine","Arg-AMC","live",NA,"2",38504.9302188726,136994.047375594,870.784981599421,859.831275352686,1.56404882479857e-06,0.997958442450085,6,683.899101212121,0.0563020629075658
"1688","THIRDCREEK","UT","TN2015","tnmine","Arg-AMC","live",NA,"1",39519.190759999,138169.713682779,612.666835856581,604.945665044887,3.46035791958175e-07,0.999039548739312,6,683.899101212121,0.0577851187257834
"1689","THIRDCREEK","UT","TN2015","tnmine","Leu-AMC","live",NA,"1",56183.1660036719,116849.191130151,1109.28174841626,1138.67850021759,9.09423273761758e-07,0.998443121797535,6,683.899101212121,0.0821512499491441
"1690","THIRDCREEK","UT","TN2015","tnmine","Leu-AMC","killed",NA,"4",1433.58249694003,99652.967127703,471.939899277817,491.105650308615,0.0384912052790503,0.697593837078128,6,683.899101212121,0.00209619005844458
"1691","THIRDCREEK","UT","TN2015","tnmine","Gly-AMC","live",NA,"2",20326.3443425384,123886.364376461,1671.26793810251,1691.91518650456,0.000262285492368906,0.973670323043156,6,683.899101212121,0.029721261961761
"1692","THIRDCREEK","UT","TN2015","tnmine","Gly-AMC","live",NA,"3",24572.7094604064,120781.216906097,1897.04370235075,1934.87091575713,0.000204920993891935,0.976714990214804,6,683.899101212121,0.0359303140139452
"1693","THIRDCREEK","UT","TN2015","tnmine","Pyr-AMC","live",NA,"1",-175.624262734603,141589.461146113,1981.398636885,2077.49609457446,0.93363119986507,0.00196025762807798,6,683.899101212121,-0.000256798499110954
"1694","THIRDCREEK","UT","TN2015","tnmine","Pyr-AMC","live",NA,"3",-322.063248039644,143649.527830169,1685.2392575583,1782.82596600047,0.857748986894727,0.00904798425667792,6,683.899101212121,-0.000470922168882557
"1695","THIRDCREEK","UT","TN2015","tnmine","Gly-AMC","killed",NA,"4",9063.58677600433,127281.411424063,1173.43745491936,1199.31010372341,0.00151270535463591,0.937165795762313,6,683.899101212121,0.0132528128198156
"1696","THIRDCREEK","UT","TN2015","tnmine","GGR-AMC","live",NA,"3",76460.4401835429,138690.182718602,1951.60410176111,2102.02583334341,2.5356368169385e-06,0.997400800825035,6,683.899101212121,0.111800761322872
"1697","THIRDCREEK","UT","TN2015","tnmine","GGR-AMC","live",NA,"2",79620.6362614195,139786.30979152,1550.10346403235,1663.8057994089,8.59794818314639e-07,0.99848618731974,6,683.899101212121,0.11642161266231
"1698","THIRDCREEK","UT","TN2015","tnmine","Leu-AMC","live",NA,"2",56763.0885163453,116636.202548198,1399.57933896175,1447.32890803287,2.20861054935724e-06,0.997574126346451,6,683.899101212121,0.0829992149656875
"1699","THIRDCREEK","UT","TN2015","tnmine","Pyr-AMC","killed",NA,"4",-1794.47821004757,146265.452030849,1145.31265697933,1222.23836255661,0.192225980791369,0.380312718475835,6,683.899101212121,-0.00262389321300042
